sensor_id,timestamp,observed_value,power_matrix,spatial_displacement,row_hash
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:04:25,0.4,1.2,0.01,985e6cb850999a50be6590de741cdaa860e7d8f41516a28b84081763e5eda2f2
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:04:30,0.4,1.2,0.01,83ef4b491c98c69ef8aec54e7ba00651ac1f38aca44349cc26f46ddf3a42fa4b
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:04:35,0.4,1.2,0.01,065a33c68061f89559c81c90f2f75d1ff0a3d429c087d6d78f999291cfa62343
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:04:40,0.4,1.2,0.01,3c3fb6bd206bcd128f4cdfc76f5b1c5169e9e76f4de3e046c867d2c72e5c0b84
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:04:45,0.4,1.2,0.01,7ee6392eb8461fb5eb19b77f51f0a605ac80643f6900f9464f66ac378e721997
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:04:50,0.4,1.2,0.01,76fdde0ea69b6bc92487a92ee299e435ca179b55ecd37b68b247f0c4594b81d5
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:04:55,0.4,1.2,0.01,5f37ea1a0400127c065dad6bbb98caed845e2a1473a193997c01a4bdca6a6d4f
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:05:00,0.4,1.2,0.01,d0aa7179be04a4a068cf5034f2360d883a93f2aae99113642f921a10f489f061
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:05:05,0.4,1.2,0.01,46068323b51f99bbf141ae90e37cd3d83700dac362634709b18b9f53ca0be2e8
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:05:10,0.4,1.2,0.01,df201cbd81386164367f86390273ef853c927b60bc274f940076615609838f70
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:05:15,0.4,1.2,0.01,9714e6e14287e2b8a5681fa8973d615f32cddec4f30ad504916e3c2b0460159c
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:05:20,0.4,1.2,0.01,ec736edb1ca24cf01c412ff9be0f4f8e83be8aadfda2a221cae0251f8d0dafba
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:05:25,0.4,1.2,0.01,2687faaa5b525c2e93ffb0aff466d7304539336f7ce23655853f3cede0d3267c
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:05:30,0.4,1.2,0.01,803e8138470b3a2db2c6a1c33d1f457d3d8494a7c774a36f5a40479b4d98827f
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:05:35,0.4,1.2,0.01,a3de6dc7da3552b3081dbdb8b4a0f0726de668c2a650be51ffab795bb92b3170
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:05:40,0.4,1.2,0.01,f5a5b18d7034a6d411365c15f683b1bb17ef458c64ec17f7982026da059d8921
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:05:45,0.4,1.2,0.01,53c08ffc5a2b3cb9002098fdc77ac03f2f408d5d936794ee904fffc2c0adcdc7
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:05:50,0.4,1.2,0.01,f75bd3b7cd0b4f4b5594deed12e83350de41586e1bdf1a4dc43c46e1645523bb
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:05:55,0.4,1.2,0.01,e33115a793ca2c69635ed3fa1e30abf0cd8a7eae7bbf950e1fc55c0683a62652
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:06:00,0.4,1.2,0.01,50c2991d9f24899cec729d7302885f1ca260906bdb62d5f7583171810884f41a
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:06:05,0.4,1.2,0.01,f16be496e23360753b759a0da943a63de6efb3c1143864d2dddb0dc6b726c01c
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:06:10,0.4,1.2,0.01,eaa3181f88ae6daffa52f28ed976bca6bf5fc86bfe1bc90fd26c494770af99b4
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:06:15,0.4,1.2,0.01,55bdaf6965fb95819ef357dc247fd3d68c7407653e867321e9093578b6fd952a
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:06:20,0.4,1.2,0.01,96dd23bdeea7433a9b2907438afa8db28dd2f2e2b88300aab50f4ffe404f8f01
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:06:25,0.4,1.2,0.01,50b2d8f011acb5ed1e731dd4c4a28950aab546d5d2b6a517792aa57675ee4dc9
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:06:30,0.4,1.2,0.01,667fc5ae7143e18499ffc974c2618bd0b56c065bf1d38ccab03b08a4ec44f44d
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:06:35,0.4,1.2,0.01,2a8aac9e5a492f9b1a6d7447511499741fe2a1cc9ef9036ba9d79d664adc0853
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:06:40,0.4,1.2,0.01,5edef91ad59223646167e62bada431593d9d9db0d6e73a0d4e04e7b95267555b
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:06:45,0.4,1.2,0.01,8a2cb447de1e2b4e5c9a7a47b5a2d8a26c0e9abee92e34d5e6dfb6540bfa52b7
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:06:50,0.4,1.2,0.01,bea11c0a6cbeeea00a0d74f556f00fd6629fdbd1f58d064010408eec23c72452
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:06:55,0.4,1.2,0.01,017bbc04dc1568889380a675b4c0afb477dc4bf46a289ae9fdf27b2244938526
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:07:00,0.4,1.2,0.01,afb3d53ee8910ea3561f4068ca7a06a7ab82625b931589561b60dfb26306626a
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:07:05,0.4,1.2,0.01,c1ef2e5c05f4dc513dfe4a6ebf09c1e93959cdfade01ce92004d13b577f81b00
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:07:10,0.4,1.2,0.01,c4997653888ff30f5f1444def3c2b356997953062692d46a8ba9badb3868c9be
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:07:15,0.4,1.2,0.01,6cfc4164cba9e31e55e9d912dd8f04b0400e8e0786e0bf4ea0a6015e8ae3177c
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:07:20,0.4,1.2,0.01,b3f79e2653f008b421d764bd53556d5f4b97ab93beeb6f460b8c0cd4b836afb7
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:07:25,0.4,1.2,0.01,f653889726d196d5c4f904109b29cee9507324b45c605059be8d6ead2f7f2ca7
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:07:30,0.4,1.2,0.01,96ba93d126c1162e10e0070cd4fcde4b155d25b55824eebaadf2243ae79aa15d
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:07:35,0.4,1.2,0.01,a520eae1a1c9042e86709dca078c8cb65d6da2c426c1509fad5b49e190fa888e
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:07:40,0.4,1.2,0.01,0feb17fddcc12720669dd0e875d090daa4f3f667803c8b80250e5f20b83a270d
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:07:45,0.4,1.2,0.01,3d8f40f3a118dd4794dd777456475809288273fc21cee858f203963d9af41227
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:07:50,0.4,1.2,0.01,fd6cb0eaf5a7e8c4f34d2231d95488d9a88980ba03943a724820910b1f966bba
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:07:55,0.4,1.2,0.01,95696fa7457cb1a3fbdcca79ecdf768ebc0b5e9aeba2fdbea39f2099702145df
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:08:00,0.4,1.2,0.01,2405cffc5399ef2b7b252f37fa591573fd720577845c5a1e125afc0895682c40
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:08:05,0.4,1.2,0.01,01cdb85612c05510c760e9f1e38f571e734bfee0cc238ad203551a83a1d0e08a
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:08:10,0.4,1.2,0.01,26e985df16df524415848e5680b47ffb886f7c3bc5ed7e902af19fc73165a03f
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:08:15,0.4,1.2,0.01,5e9a0b20b2c2b89c2812936fd6023381846587af24ddf35dcd9d143356c2d5dc
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:08:20,0.4,1.2,0.01,1ab538e5d85e1e4cfc60ece11bf8af824039cdfe6cb1d7a9495ed45a67cba28f
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:08:25,0.4,1.2,0.01,569fbc31ea5d04fda06d0629fa97236608177b590b8a77d62e72f082aecd18c6
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:08:30,0.4,1.2,0.01,ac4d9cf8d0111c24946ff8d2b0049774167991e727b123bad13023240d913a0e
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:08:35,0.4,1.2,0.01,7b16d359abcb8b466158397deb72d9451c9dd4ce6762cabeacb805b5f46d6a28
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:08:40,0.4,1.2,0.01,813c741f1f77fc059c83a6a396b9d071cfb5346edcb372f536c3834a4bca6f29
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:08:45,0.4,1.2,0.01,3cd72537ed4d14c49d4b6d5bd5bb289b66e61a3efeea35999166e22d8fd97ea4
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:08:50,0.4,1.2,0.01,ced8c2ad9167a45ff3516a1b97a93eb772d39c516c14cde24aadd6c289a96a39
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:08:55,0.4,1.2,0.01,7208f757a606a9987632a031d62103a8d319fad063901b51b3e0b16167644e8a
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:09:00,0.4,1.2,0.01,b89d962bf68c78aedc0aa5450f8aca0e7dc3f79e569be3138e7c28876c44127d
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:09:05,0.4,1.2,0.01,bd896ebb34b8e937d22aeb30fbe2895ed04494d6af7936520fe839556c208575
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:09:10,0.4,1.2,0.01,74826d977ccdfccaa7759fce02c4dac610ca1463d28a0e2c66c02a76ad3f482c
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:09:15,0.4,1.2,0.01,2650b725cd20c23d66d8d3af0636986159f25bebcf0904573d1333411b66246a
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:09:20,0.4,1.2,0.01,5916b2ce39891437b452f9cf2e0f9cd8fe311e82eedcd901a8d9c97cbf7d35e1
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:09:25,0.4,1.2,0.01,08efe18b527324c16aa51bbb5096acd1cf1f89616712b61554660dbf2ea68951
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:09:30,0.4,1.2,0.01,584fa45d3acc732677a9ecd465edd6e57fe36bc06d1db9f04b14ab30b37a18ee
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:09:35,0.4,1.2,0.01,3a8f135f71d0e747ecd209e73f586a23021bd4bb80893026836503c364abe769
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:09:40,0.4,1.2,0.01,a4ddbc87ad4c0497576e665e55efd850debac296268cbff857eb75f510461aac
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:09:45,0.4,1.2,0.01,2358381263e6110555006cc317531b77ac27afe7f380e2f8e3abe729804edcff
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:09:50,0.4,1.2,0.01,d2e0023eb6aad47c02d7f5abdafbfe5ae2a60eb270918ff0539dd8c1d482f11f
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:09:55,0.4,1.2,0.01,8680542df00b86d3591ee5cc526ee6191170d599fa81cf8c133c0ef2b1a5b22b
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:10:00,0.4,1.2,0.01,36b33f1dfab2f246165fc7a1cf8b850348f68182fb5453be80f465fa638ad201
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:10:05,0.4,1.2,0.01,d72beecf981a713b8910a5b108540cbb303775cb9a783330ebee1dc583f39877
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:10:10,0.4,1.2,0.01,68690e9670299e2fa746db61591973a384298193b20b04236466d75693af4d1c
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:10:15,0.4,1.2,0.01,c6864ad1e2adeff390f57f5e87831429c31e7ffce465ff133e828c7d2069a55e
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:10:20,0.4,1.2,0.01,26861665e6b7d50aa33a398929da7ccba3fbb5485593a1dfa7396c97d2daca80
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:10:25,0.4,1.2,0.01,fc5da577613f5981d94dfc544de3ac953add0f2f61d5adb5dbae6e11d8b1de52
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:10:30,0.4,1.2,0.01,a5c5322361c3e7f62467c40846a894e72ad85ad02b9e6ec61a44f0fe3585e766
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:10:35,0.4,1.2,0.01,ddfa0f57f9343b1f38311d3788699fbb5197330837988156d199e37a444c5c0a
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:10:40,0.4,1.2,0.01,bf7bb398b9303b70371f3ab9bff02f8ed46bbe3b1e226c1d3f1708d7ba14469b
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:10:45,0.4,1.2,0.01,5fa38dbdcee4926ec931c73cb3840977f2b939139567f18150a519d1c34b7d83
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:10:50,0.4,1.2,0.01,d767f26e7c5c6898ef546f8293189d4e33cde7d8e18d1147afdb5f886d7f4922
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:10:55,0.4,1.2,0.01,cbfe97006ca024fd0f6d3cd52016a4abdde0b25565975431bf0e4642444b39ac
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:11:00,0.4,1.2,0.01,987a2b03d9bb6d24b5d5439951ac750e628c27258637f54930953be62268f87b
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:11:05,0.4,1.2,0.01,934fa80fa7d3395b6bbc4e58ecb893ec118b95f24ab359f28c16d67cadfc22c0
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:11:10,0.4,1.2,0.01,236e323a6043b2562ee46b4542df3c8eb3aad7c534c79722873c08883d6591c6
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:11:15,0.4,1.2,0.01,fbb7c01862176109e0ae0b2a546a5e0d3dd2c67d90b6a79d7c7b38ae678560e1
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:11:20,0.4,1.2,0.01,e8e8fb41fc10839526356af4f5614bd61e244c819779ef69baf81c50b0454d34
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:11:25,0.4,1.2,0.01,658deb1a7866d8aa75e5c9808f883f53de202a96f26d0db9cbbcb490cc008d09
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:11:30,0.4,1.2,0.01,159a11d6c53cbfbe85dabcf9f0d0cfa0df78b77d1ddd9eb4d4744c07acda7033
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:11:35,0.4,1.2,0.01,278a91792d41d1fe4a38fdf5a66e679f43f1685b7ad626360ad5705f35fd95ed
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:11:40,0.4,1.2,0.01,3e39b9f6d5426dbb6b6aa614e1f6d95297e0fbb8e8d5149ca66437f58affd668
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:11:45,0.4,1.2,0.01,b542cb5d84adfaa39e9f38779dba930cb4b05be3b3967e6b3afee3ce1490b0c6
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:11:50,0.4,1.2,0.01,d2501395ab69d916155de2049d1b8c9bdaea4686fb3a30aac699a343aa313e90
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:11:55,0.4,1.2,0.01,ae7daa468da7a7c98041ba499690cc8ce06739df2ae3ade197b7c0aa94a07ad0
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:12:00,0.4,1.2,0.01,8288ed987ad3264af242f14c01b247b34c2fcbe14b8efd7cb46356073c525a32
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:12:05,0.4,1.2,0.01,7476e6cbac8844387f48affc7f941ab89290b3085fc81dd384d2e184cfc075c8
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:12:10,0.4,1.2,0.01,4468b9f04786c471ed02c81d71020703bdee335e3b062a91e7094b06fe8add6e
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:12:15,0.4,1.2,0.01,47c1467c7f00c778fe86f75e9fd73b96ef4269ac0e933c4298ead5968d866ada
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:12:20,0.4,1.2,0.01,d4992f828c28fcfde6f9cbafeb147284bbd89f712d2da18c54ca2756d7c70c79
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:12:25,0.4,1.2,0.01,1bf0e4a9a03f4155d870dcdeaf0895d6d24928815dcf38261f3330175a145987
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:12:30,0.4,1.2,0.01,8a0e05bfe196c3d004fe8d3303a31c0f08d511937b3e4ea67b69df559d593987
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:12:35,0.4,1.2,0.01,9a37616a08f341493c8f3006efd80a701db10d3aa46378ee2be52082b9128066
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:12:40,0.4,1.2,0.01,320055423015cda4e3db7adb4886ec0acc18ed07dc88c53f0933f5de40d126dc
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:12:45,0.4,1.2,0.01,de2ca4ddb5c8793f699aa0c3b07c9c26aa34263db6a12107a4435e118743037e
ZONE-01-AUTONOMIC-TREMOR,2026-06-01 00:12:50,0.4,1.2,0.01,8d7cd69ce6323a77a94aa0887bc53c947c04ed69cf414efc50100db7cb089f57
